nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.34183675050735474, 0.297291100025177)","(0.3380293846130371, 0.2709442973136902)","(0.3278133273124695, 0.28498610854148865)","(0.31495314836502075, 0.28103965520858765)","(0.2933958172798157, 0.32276245951652527)","(0.2785700857639313, 0.3408927023410797)","(0.2673604190349579, 0.41094914078712463)","(0.32109561562538147, 0.42013102769851685)","(0.3099365830421448, 0.5439725518226624)","(0.4083324372768402, 0.4288530945777893)","(0.38965415954589844, 0.5219667553901672)","(0.2394852191209793, 0.4565621316432953)","(0.23022599518299103, 0.5245877504348755)","(0.2903788685798645, 0.5037437677383423)","(0.29298144578933716, 0.5587350726127625)","(0.3430497646331787, 0.576654851436615)","(0.34407123923301697, 0.5734573006629944)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2857500910758972, 0.23964765667915344, 0.17757539451122284, 0.20423321425914764)",baby16_jpg.rf.953fc8c80812cdaa8b1a08d0bfa5a596.jpg,1
"(0.5860456228256226, 0.47925758361816406)","(0.5849347114562988, 0.4689771234989166)","(0.5782480835914612, 0.4759225845336914)","(0.5811565518379211, 0.4707370698451996)","(0.5477855205535889, 0.45791739225387573)","(0.5597834587097168, 0.42918142676353455)","(0.5330188870429993, 0.4898017346858978)","(0.5746856927871704, 0.49809765815734863)","(0.509675145149231, 0.5808640718460083)","(0.5539332032203674, 0.5241050124168396)","(0.4626937806606293, 0.5627779960632324)","(0.49751195311546326, 0.4419519305229187)","(0.46654725074768066, 0.4976639747619629)","(0.5115052461624146, 0.5662633180618286)","(0.4679933190345764, 0.5950222015380859)","(0.46594804525375366, 0.6486652493476868)","(0.4535391926765442, 0.6573899984359741)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.48484230041503906, 0.47569236159324646, 0.1411600112915039, 0.12916812300682068)",IMG-20240322-WA0087_jpg.rf.ef48e15a34c68c82244d39da9bce4d9a.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.17868271470069885, 0.716193675994873)","(-1, -1)","(0.19419267773628235, 0.6637080907821655)","(-1, -1)","(0.15411512553691864, 0.8139650225639343, 0.2902870178222656, 0.369459867477417)",baby34_jpg.rf.b923c48a87dc91bfefc7ad11f93d2a1a.jpg,2
"(0.7840614318847656, 0.5040030479431152)","(0.7954405546188354, 0.49118471145629883)","(0.8009940981864929, 0.5153677463531494)","(0.7781013250350952, 0.47887128591537476)","(0.7967914342880249, 0.5526574850082397)","(0.7170071601867676, 0.5050231218338013)","(0.7332428097724915, 0.5736258029937744)","(0.6782087087631226, 0.448068767786026)","(0.7237786054611206, 0.5992740392684937)","(0.6912490129470825, 0.4080619215965271)","(0.7526524662971497, 0.5936810970306396)","(0.5554313063621521, 0.5453463792800903)","(0.5669311285018921, 0.6169585585594177)","(0.4940463900566101, 0.47025901079177856)","(0.5079671740531921, 0.5760079622268677)","(0.4111860394477844, 0.5314626097679138)","(0.41796502470970154, 0.5652581453323364)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Cubo_07_JPG_jpg.rf.8f00fa04a3544c821cdd4af5f0e73271.jpg,2
"(0.12802067399024963, 0.6837362051010132)","(0.13118620216846466, 0.7349678874015808)","(0.10705561935901642, 0.7147223353385925)","(0.1972186267375946, 0.7532246112823486)","(0.12059102207422256, 0.7155336141586304)","(0.25559142231941223, 0.7119673490524292)","(0.1825893670320511, 0.6571359634399414)","(0.304642915725708, 0.6251553297042847)","(0.18789145350456238, 0.4689966142177582)","(0.22583463788032532, 0.5656407475471497)","(0.13058480620384216, 0.48719626665115356)","(0.6225498914718628, 0.4227693974971771)","(0.5207883715629578, 0.36675652861595154)","(0.7298369407653809, 0.3350658118724823)","(0.5960853695869446, 0.19741296768188477)","(0.8272044062614441, 0.1804499626159668)","(0.7697951197624207, 0.08663196861743927)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.44056805968284607, 0.6208948493003845, 0.6416695713996887, 0.7528616786003113)",Miku_01_JPG_jpg.rf.2c9574ce81c5c6904a0b6ba17aa2a8e5.jpg,2
"(0.12103128433227539, 0.21034665405750275)","(0.12932705879211426, 0.17589811980724335)","(0.13852138817310333, 0.16367153823375702)","(0.21617385745048523, 0.14826564490795135)","(0.2655380368232727, 0.1112070083618164)","(0.3656919002532959, 0.2663852572441101)","(0.3558862507343292, 0.24507765471935272)","(0.23965080082416534, 0.4711337983608246)","(0.28556978702545166, 0.37518954277038574)","(0.11239075660705566, 0.448504775762558)","(0.158413365483284, 0.3326013386249542)","(0.724723219871521, 0.6093892455101013)","(0.6871922612190247, 0.5918456315994263)","(0.6736699342727661, 0.7873849868774414)","(0.6461756825447083, 0.7825514674186707)","(0.819663405418396, 0.9000186920166016)","(0.8234518766403198, 0.9267862439155579)","(0.07987336814403534, 0.22766169905662537)","(-1, -1)","(0.07715396583080292, 0.2646205723285675)","(0.09739786386489868, 0.30022019147872925)","(0.20794300734996796, 0.17582248151302338, 0.39588919281959534, 0.33092233538627625)",44_jpg.rf.7398ab6edc38e0b17775bac268983d81.jpg,2
"(0.6574122905731201, 0.7555369138717651)","(0.637221097946167, 0.7830389738082886)","(0.6817249059677124, 0.7831610441207886)","(0.5653685331344604, 0.7620991468429565)","(0.6994017362594604, 0.7278667688369751)","(0.5111895203590393, 0.6138893365859985)","(0.6660782694816589, 0.586161732673645)","(0.5085174441337585, 0.5321764945983887)","(0.7885501384735107, 0.49781933426856995)","(0.516284167766571, 0.7174099683761597)","(0.7658342719078064, 0.6785432696342468)","(0.478452205657959, 0.2752247452735901)","(0.6403882503509521, 0.22426822781562805)","(0.6339296102523804, 0.24587006866931915)","(0.8562057614326477, 0.19632551074028015)","(0.6795530915260315, 0.11162962764501572)","(0.763981282711029, 0.10725192725658417)","(0.5265935063362122, 0.7483097314834595)","(0.6603004932403564, 0.8095800280570984)","(0.6201545000076294, 0.7567445635795593)","(0.6520980596542358, 0.7109382748603821)","(0.5329755544662476, 0.794014573097229, 0.41895151138305664, 0.3105838894844055)",62_jpg.rf.cb884f8ab5765c2f57709289133cf613.jpg,2
"(0.3562951385974884, 0.13292448222637177)","(0.3514019548892975, 0.12828628718852997)","(0.35497647523880005, 0.1397596001625061)","(0.37079542875289917, 0.12076552212238312)","(0.38478052616119385, 0.16543208062648773)","(0.41517385840415955, 0.15962710976600647)","(0.423407644033432, 0.2031111717224121)","(0.37455347180366516, 0.17857258021831512)","(0.403008371591568, 0.21306338906288147)","(0.3259229063987732, 0.18605926632881165)","(0.3175337314605713, 0.19127753376960754)","(0.6195957660675049, 0.22164908051490784)","(0.6259063482284546, 0.25679144263267517)","(0.6720218658447266, 0.22579017281532288)","(0.6933075785636902, 0.2394818812608719)","(0.7852986454963684, 0.23900631070137024)","(0.7869925498962402, 0.23240837454795837)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",frame_103_png_jpg.rf.b15f7762eaed2e56511d8b196b264e14.jpg,1
"(0.6382235288619995, 0.10279898345470428)","(0.5758275389671326, 0.0852820873260498)","(0.6795435547828674, 0.07367002964019775)","(0.4711855947971344, 0.15459735691547394)","(0.7525672912597656, 0.10422174632549286)","(0.4523831307888031, 0.29068583250045776)","(0.7550455927848816, 0.24951818585395813)","(0.32853999733924866, 0.4078286588191986)","(0.8922775983810425, 0.3726758360862732)","(0.37673503160476685, 0.3515952229499817)","(0.9289414286613464, 0.28587403893470764)","(0.3424150347709656, 0.6340233087539673)","(0.6413191556930542, 0.641741931438446)","(0.19740481674671173, 0.7051770091056824)","(0.6044631004333496, 0.7129269242286682)","(0.25360938906669617, 0.8632509112358093)","(0.42312192916870117, 0.8631322979927063)","(0.5924371480941772, 0.08585957437753677)","(-1, -1)","(0.6628163456916809, 0.08913882821798325)","(0.6808980107307434, 0.12637054920196533)","(0.5031158328056335, 0.11687781661748886, 0.42504483461380005, 0.23368887603282928)",baby15_jpg.rf.5770f96e82ae19518b4327bd371d40fb.jpg,1
"(0.8445717096328735, 0.6377784609794617)","(0.8337992429733276, 0.6796116828918457)","(0.8983899354934692, 0.6417685151100159)","(0.7361711859703064, 0.7516573667526245)","(0.9348203539848328, 0.6344426274299622)","(0.5995908975601196, 0.7114494442939758)","(0.8289413452148438, 0.5432701706886292)","(0.45215100049972534, 0.7712917327880859)","(0.90550297498703, 0.5071092844009399)","(0.5748077630996704, 0.8039706349372864)","(0.9138708114624023, 0.6094024777412415)","(0.2553997039794922, 0.47595542669296265)","(0.5141690969467163, 0.33506688475608826)","(0.06717934459447861, 0.3810000717639923)","(0.4801870882511139, 0.1620844304561615)","(0.09647931903600693, 0.18164753913879395)","(0.26033344864845276, 0.06570658832788467)","(0.851287841796875, 0.6860337257385254)","(-1, -1)","(0.8434964418411255, 0.638298511505127)","(-1, -1)","(0.8152159452438354, 0.7361424565315247, 0.29056280851364136, 0.2727920413017273)",13_JPG_jpg.rf.fccadf0f3ffb57008da09fea1d695f0c.jpg,1
"(0.8155004382133484, 0.572925329208374)","(0.8621159791946411, 0.6253243684768677)","(0.8391300439834595, 0.6103695034980774)","(0.8683292269706726, 0.6507412195205688)","(0.798464298248291, 0.6034464836120605)","(0.7157658934593201, 0.5256060361862183)","(0.6295732855796814, 0.5499003529548645)","(0.7091192007064819, 0.2311858832836151)","(0.5142945051193237, 0.3266616463661194)","(0.7793994545936584, 0.0766020268201828)","(0.5451623201370239, 0.24295279383659363)","(0.33214375376701355, 0.45401182770729065)","(0.24367137253284454, 0.48894935846328735)","(0.2910568118095398, 0.44317346811294556)","(0.17048747837543488, 0.49239999055862427)","(0.12540706992149353, 0.4894821047782898)","(0.07453131675720215, 0.5059740543365479)","(0.8109728097915649, 0.832867443561554)","(0.8099144697189331, 0.8318079113960266)","(0.7868396639823914, 0.862960934638977)","(-1, -1)","(0.8645157814025879, 0.6350914239883423, 0.2709684371948242, 0.5370798110961914)",7_jpg.rf.25837785629fc2b03bc07c117730ec48.jpg,2
"(0.16749128699302673, 0.6922141909599304)","(0.14714452624320984, 0.6859458684921265)","(0.1862330436706543, 0.6810013055801392)","(0.11243855953216553, 0.7110472917556763)","(0.2138037383556366, 0.6984996795654297)","(0.11470125615596771, 0.7507925629615784)","(0.2237279862165451, 0.7376306653022766)","(0.07709793001413345, 0.792404055595398)","(0.28128355741500854, 0.7700480818748474)","(0.07834869623184204, 0.7914868593215942)","(0.29514551162719727, 0.7588473558425903)","(0.11119158565998077, 0.8619357347488403)","(0.22132548689842224, 0.8408256769180298)","(0.08670394867658615, 0.9192689061164856)","(0.23399648070335388, 0.879544734954834)","(0.11809651553630829, 0.9667894244194031)","(0.18081286549568176, 0.9201924204826355)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",1251_png_jpg.rf.e09a4f13e457a43ad525577d05397240.jpg,2
"(0.5787389874458313, 0.33345383405685425)","(0.5781391859054565, 0.3241089880466461)","(0.5961427688598633, 0.30666327476501465)","(0.5380390286445618, 0.37906306982040405)","(0.5789765119552612, 0.3070891499519348)","(0.4460532069206238, 0.3887230455875397)","(0.4812008738517761, 0.39523547887802124)","(0.4315071105957031, 0.5191510915756226)","(0.47520723938941956, 0.5220202207565308)","(0.5392787456512451, 0.5777853727340698)","(0.53496915102005, 0.5751749277114868)","(0.20855987071990967, 0.32237809896469116)","(0.24596910178661346, 0.3258204460144043)","(0.20107924938201904, 0.3660673499107361)","(0.25149351358413696, 0.3563137948513031)","(0.1425858736038208, 0.333407461643219)","(0.1679549664258957, 0.30657273530960083)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2314727008342743, 0.3063366413116455, 0.4446672797203064, 0.29485321044921875)",Prone_168_jpg.rf.d55ec935a8f93379cde40875ccdbb6e2.jpg,2
"(0.5636628866195679, 0.5104120969772339)","(0.5801514983177185, 0.5153213739395142)","(0.5780056715011597, 0.5396266579627991)","(0.5803634524345398, 0.48889240622520447)","(0.558090090751648, 0.5685290098190308)","(0.5079621076583862, 0.4565855860710144)","(0.4811672568321228, 0.534216582775116)","(0.5049562454223633, 0.33515268564224243)","(0.419566810131073, 0.4847153127193451)","(0.529998242855072, 0.2908722162246704)","(0.3871100842952728, 0.4766372740268707)","(0.313671737909317, 0.40363842248916626)","(0.2821972668170929, 0.4800174832344055)","(0.2720607817173004, 0.28205353021621704)","(0.2289365828037262, 0.41338175535202026)","(0.14339204132556915, 0.319017618894577)","(0.12597934901714325, 0.37287119030952454)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3381929099559784, 0.4394885003566742, 0.5832213163375854, 0.3903527855873108)",Miku_10_JPG_jpg.rf.9cf78e2beb9c9db2a68741a5f83ba57d.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_23_JPG_jpg.rf.aa2ae9083233158dade03e723785b4fd.jpg,2
"(0.21484975516796112, 0.4279952943325043)","(0.1636393964290619, 0.37381643056869507)","(0.16129355132579803, 0.4419127404689789)","(0.18212994933128357, 0.24243983626365662)","(0.16929388046264648, 0.41159385442733765)","(0.3614576756954193, 0.17383256554603577)","(0.37753161787986755, 0.43953776359558105)","(0.5242887735366821, 0.18729375302791595)","(0.5495222806930542, 0.6265472769737244)","(0.5105083584785461, 0.2585374116897583)","(0.6262855529785156, 0.6442619562149048)","(0.7788866758346558, 0.14019139111042023)","(0.8092157244682312, 0.36261698603630066)","(0.7876313328742981, 0.2316989004611969)","(0.836949348449707, 0.6135023832321167)","(-1, -1)","(0.9449758529663086, 0.5417232513427734)","(0.16452611982822418, 0.3035053014755249)","(0.144428551197052, 0.46790140867233276)","(0.19789941608905792, 0.4233425557613373)","(-1, -1)","(0.16339829564094543, 0.30065956711769104, 0.32637766003608704, 0.5133680105209351)",baby33_jpg.rf.6f1d1b725c77e78d86a077cb44a4745b.jpg,2
"(0.18585984408855438, 0.46497565507888794)","(0.1637209951877594, 0.4154486656188965)","(0.13362956047058105, 0.48893842101097107)","(0.2165706604719162, 0.3132700026035309)","(0.12399554252624512, 0.5319254398345947)","(0.34747380018234253, 0.30980172753334045)","(0.2783392369747162, 0.6052338480949402)","(0.4598172605037689, 0.2665581703186035)","(0.3258746266365051, 0.7956106066703796)","(0.35160404443740845, 0.24526242911815643)","(0.26299208402633667, 0.7687345743179321)","(0.7456528544425964, 0.4012557864189148)","(0.6856441497802734, 0.6927240490913391)","(0.8212040662765503, 0.41112956404685974)","(0.7526900172233582, 0.848406970500946)","(0.9341025352478027, 0.5441833734512329)","(0.9212053418159485, 0.7811938524246216)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.1571626365184784, 0.44187790155410767, 0.28430742025375366, 0.37672966718673706)",278_png_jpg.rf.ffe79233db2539cdc3101df99d76da6b.jpg,2
"(0.16337037086486816, 0.5932480692863464)","(0.15547671914100647, 0.577430248260498)","(0.17388474941253662, 0.5782566070556641)","(0.20839862525463104, 0.5463411211967468)","(0.22895261645317078, 0.529705822467804)","(0.27712610363960266, 0.5397888422012329)","(0.2821497321128845, 0.6059405207633972)","(0.32663494348526, 0.6498329043388367)","(0.3175688087940216, 0.7265657782554626)","(0.21726033091545105, 0.7518819570541382)","(0.23405997455120087, 0.7818161845207214)","(0.6418077349662781, 0.5206419229507446)","(0.6223745942115784, 0.5691511034965515)","(0.7431764006614685, 0.7360131144523621)","(0.6792615056037903, 0.7631537318229675)","(0.7804082632064819, 0.7798455953598022)","(0.7835181355476379, 0.784500002861023)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.10917117446660995, 0.45608729124069214, 0.2133568823337555, 0.5069898366928101)",8524_png_jpg.rf.cbc2fd8e9816f3b48706e4f927234392.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.72339928150177, 0.2680719494819641, 0.1602272093296051, 0.30141758918762207)",frame_1073_png_jpg.rf.e234a58c3d82f615edccd3a8ce508a49.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.42643317580223083, 0.12380852550268173, 0.4423515200614929, 0.24452023208141327)",Nanit_39_JPG_jpg.rf.995da8a1d37a74fec1eb288f8c258474.jpg,2
"(0.7524640560150146, 0.10790447890758514)","(0.7466775178909302, 0.07845659554004669)","(0.7970504760742188, 0.1303386688232422)","(0.7110277414321899, 0.11255083233118057)","(0.8413139581680298, 0.24349188804626465)","(0.6636090278625488, 0.22541137039661407)","(0.770958423614502, 0.38564175367355347)","(0.48616155982017517, 0.14792759716510773)","(0.7115756273269653, 0.5014878511428833)","(0.5034275650978088, 0.04007227346301079)","(0.6346391439437866, 0.4625164866447449)","(0.4155692160129547, 0.5821505784988403)","(0.5099033117294312, 0.7695112824440002)","(0.19802944362163544, 0.4755041003227234)","(0.3391777276992798, 0.7307562232017517)","(0.14304403960704803, 0.7148672342300415)","(0.19035299122333527, 0.8288391828536987)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.861292839050293, 0.27182596921920776, 0.27741432189941406, 0.3286512494087219)",53_JPG_jpg.rf.cf47e36a7287dcd9f1af5928ef92e437.jpg,2
"(0.449312299489975, 0.16939310729503632)","(0.3885757327079773, 0.15238484740257263)","(0.5011744499206543, 0.13187634944915771)","(0.3269485831260681, 0.23542292416095734)","(0.6007014513015747, 0.17228803038597107)","(0.38591066002845764, 0.41307544708251953)","(0.6917279362678528, 0.3532399833202362)","(0.18557175993919373, 0.5568807125091553)","(0.7735379934310913, 0.46069130301475525)","(0.1781766414642334, 0.5223602056503296)","(0.6537269949913025, 0.438039630651474)","(0.5483596324920654, 0.8439647555351257)","(0.8561693429946899, 0.7801588177680969)","(0.4330770969390869, 0.9030565023422241)","(0.8630264401435852, 0.8082472085952759)","(-1, -1)","(-1, -1)","(0.5545527338981628, 0.17130696773529053)","(0.39790207147598267, 0.1770900934934616)","(0.4773105978965759, 0.19105090200901031)","(0.48185625672340393, 0.22679707407951355)","(0.47364750504493713, 0.16125676035881042, 0.371948778629303, 0.2306547909975052)",Nanit_21_JPG_jpg.rf.4687f81766523f5fc720e6c78a03aa6d.jpg,1
