nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.5120936036109924, 0.918239414691925)","(0.4375268816947937, 0.9363991022109985)","(0.442452609539032, 0.9309834241867065)","(0.3239063322544098, 0.8681623339653015)","(0.3106140196323395, 0.7916545867919922)","(0.5169906616210938, 0.7056902647018433)","(0.2730672359466553, 0.62873375415802)","(0.7401651740074158, 0.5837639570236206)","(0.23476552963256836, 0.41631603240966797)","(0.7681995630264282, 0.8449872732162476)","(0.14644566178321838, 0.5580653548240662)","(0.6729493141174316, 0.1941334754228592)","(0.49178776144981384, 0.1330895870923996)","(0.8334250450134277, 0.17192316055297852)","(0.5930073261260986, 0.1007872074842453)","(0.7564128637313843, 0.07088632881641388)","(-1, -1)","(0.40848761796951294, 0.9108384847640991)","(-1, -1)","(0.30450886487960815, 0.7778823971748352)","(-1, -1)","(0.311264306306839, 0.8055641055107117, 0.5650026798248291, 0.3888716697692871)",6_jpg.rf.4307c866d3311527ca323ca9c5dd387f.jpg,2
"(0.37663769721984863, 0.591523289680481)","(0.3489123582839966, 0.6224451065063477)","(0.3461819291114807, 0.5910660624504089)","(0.327464759349823, 0.6028915047645569)","(0.32000672817230225, 0.43810534477233887)","(0.41274818778038025, 0.4774952530860901)","(0.37763938307762146, 0.31158095598220825)","(0.517324686050415, 0.5283037424087524)","(0.5205909013748169, 0.15533097088336945)","(0.4299023747444153, 0.6982017755508423)","(0.6692546606063843, 0.11754636466503143)","(0.7263239026069641, 0.2947717308998108)","(0.687139093875885, 0.22679586708545685)","(0.739944577217102, 0.556821346282959)","(0.6672698259353638, 0.5616136193275452)","(0.8823660016059875, 0.4917030930519104)","(0.7789676189422607, 0.6930925846099854)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.24263091385364532, 0.6462737917900085, 0.4075034260749817, 0.6712328195571899)",baby49_jpg.rf.8d812eaf355a11e9f2d1fea3bc9ccd5e.jpg,1
"(0.7717297673225403, 0.6851149797439575)","(0.7873073816299438, 0.7644907832145691)","(0.8190291523933411, 0.6246837377548218)","(0.7447627186775208, 0.8741113543510437)","(0.8014059066772461, 0.49631166458129883)","(0.5566968321800232, 0.8023597598075867)","(0.6993399858474731, 0.4827848970890045)","(0.399478554725647, 0.9094468355178833)","(0.627973735332489, 0.3293132185935974)","(0.35195159912109375, 0.9143434762954712)","(0.46761029958724976, 0.19194185733795166)","(0.22151681780815125, 0.5617692470550537)","(0.37959036231040955, 0.2800915539264679)","(0.15065427124500275, 0.5583755970001221)","(0.35236793756484985, 0.1904021054506302)","(0.11005034297704697, 0.2742392420768738)","(0.13037355244159698, 0.19680337607860565)","(0.8114187121391296, 0.762336254119873)","(0.813298225402832, 0.5981591939926147)","(0.7829334735870361, 0.6744452714920044)","(0.7242847084999084, 0.678033709526062)","(0.8225879669189453, 0.6936963796615601, 0.3477752208709717, 0.45790958404541016)",baby8_jpg.rf.7288bf8c2f8fe5837f5339d301eaa661.jpg,1
"(0.2830541729927063, 0.8122848272323608)","(0.22343654930591583, 0.7793349623680115)","(0.22982874512672424, 0.7024130821228027)","(0.2133547067642212, 0.5773786902427673)","(0.22746077179908752, 0.39055126905441284)","(0.4499531388282776, 0.4043969213962555)","(0.4658934473991394, 0.4319971203804016)","(0.6004411578178406, 0.7564425468444824)","(0.6631290316581726, 0.7734515070915222)","(0.42576590180397034, 0.7862995266914368)","(0.3978491723537445, 0.8201943635940552)","(0.9499200582504272, 0.20260636508464813)","(0.9343249201774597, 0.1758849173784256)","(0.9045087695121765, 0.7927867770195007)","(0.9315067529678345, 0.7897441387176514)","(0.9686353802680969, 0.7490686774253845)","(-1, -1)","(0.24769186973571777, 0.6168040037155151)","(0.2282213270664215, 0.8588224649429321)","(0.2776774764060974, 0.8024479746818542)","(0.3494075834751129, 0.8080031275749207)","(0.21012115478515625, 0.5582164525985718, 0.4194548726081848, 0.7138708233833313)",59_jpg.rf.b3de37d61a6e18ce9a14f0bcde5cf058.jpg,2
"(0.41971683502197266, 0.32698482275009155)","(0.41574826836586, 0.3088873028755188)","(0.3968156576156616, 0.35490792989730835)","(0.4371494650840759, 0.31108468770980835)","(0.3847377896308899, 0.45180243253707886)","(0.4691452383995056, 0.39079612493515015)","(0.4368068277835846, 0.4776073396205902)","(0.5751434564590454, 0.32878586649894714)","(0.46926432847976685, 0.492544949054718)","(0.5822204947471619, 0.251939982175827)","(0.41552215814590454, 0.3354220390319824)","(0.6236043572425842, 0.5265015363693237)","(0.5986149311065674, 0.6003612279891968)","(0.6929892301559448, 0.432168185710907)","(0.6551698446273804, 0.4865930676460266)","(0.7889479994773865, 0.43815216422080994)","(0.7951263189315796, 0.371898889541626)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4156109690666199, 0.42676228284835815, 0.13205507397651672, 0.24277345836162567)",frame_0_11_png_jpg.rf.8d95ecf520e8d949a8ce640d7f523f52.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_09_JPG_jpg.rf.a752abd569b77eaf5eaa96ad4f4c6f4b.jpg,1
"(0.6656497120857239, 0.16426053643226624)","(0.6373276710510254, 0.1348637044429779)","(0.6452224254608154, 0.12953782081604004)","(0.524537980556488, 0.14990147948265076)","(0.5331944823265076, 0.13384418189525604)","(0.5586730241775513, 0.25865888595581055)","(0.41697701811790466, 0.2595820724964142)","(0.5200076699256897, 0.32422059774398804)","(0.2847384512424469, 0.32840725779533386)","(0.4759252071380615, 0.2906060814857483)","(0.1301807463169098, 0.2627626657485962)","(0.5259196758270264, 0.5881772041320801)","(0.42096203565597534, 0.6064742803573608)","(0.5490536093711853, 0.6807654500007629)","(0.45773401856422424, 0.7016329169273376)","(0.45551013946533203, 0.8380484580993652)","(0.42459291219711304, 0.8475993275642395)","(0.6811119914054871, 0.15583400428295135)","(0.5845645666122437, 0.14779707789421082)","(0.6377660632133484, 0.17942878603935242)","(0.6279944181442261, 0.2205880582332611)","(0.5803606510162354, 0.13712158799171448, 0.27936115860939026, 0.2604992091655731)",42_jpg.rf.b6d2a4ac3f5e94eae702a3b3449b0a78.jpg,1
"(0.6842046976089478, 0.669657289981842)","(0.6501649618148804, 0.6973806619644165)","(0.6646242737770081, 0.6927955746650696)","(0.5421037077903748, 0.7106219530105591)","(0.5677989721298218, 0.663141131401062)","(0.5965434312820435, 0.5701851844787598)","(0.35530075430870056, 0.6185011863708496)","(0.6807266473770142, 0.41164010763168335)","(0.20136304199695587, 0.5042427182197571)","(0.7121335864067078, 0.553972065448761)","(0.2970292866230011, 0.5477818846702576)","(0.4278663992881775, 0.2556699514389038)","(0.19733667373657227, 0.32754430174827576)","(0.5871182680130005, 0.22058367729187012)","(0.17736220359802246, 0.28379446268081665)","(0.4295227527618408, 0.18813340365886688)","(0.170986145734787, 0.13409146666526794)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5021628141403198, 0.7448474168777466, 0.4249788224697113, 0.2686726450920105)",20_JPG_jpg.rf.b0ca436a6329125e96f8c9b46b68fc5c.jpg,2
"(0.24818217754364014, 0.7713066935539246)","(0.2162003517150879, 0.6661092042922974)","(0.21720948815345764, 0.801444411277771)","(0.22929751873016357, 0.4163685441017151)","(0.23193597793579102, 0.7637966275215149)","(0.37541651725769043, 0.3881365656852722)","(0.3684079051017761, 0.7702521681785583)","(0.45225462317466736, 0.12806637585163116)","(0.456944078207016, 0.8754922747612)","(0.274522066116333, 0.17402887344360352)","(0.2788240909576416, 0.8889324069023132)","(0.7253023386001587, 0.2899799346923828)","(0.7281039953231812, 0.6271070241928101)","(0.7480753660202026, 0.5347387194633484)","(0.7593618631362915, 0.9510547518730164)","(0.8949064016342163, 0.70447838306427)","(0.899083137512207, 0.6798960566520691)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",29_jpg.rf.e86359b1ad2409dae1c762461ebbe5ce.jpg,1
"(0.12378387153148651, 0.6539878845214844)","(0.11324141174554825, 0.538627564907074)","(0.08377280086278915, 0.6220842599868774)","(0.17707815766334534, 0.24476532638072968)","(0.09033147990703583, 0.4778009057044983)","(0.34492674469947815, 0.21428191661834717)","(0.31632566452026367, 0.5636350512504578)","(0.47150206565856934, 0.2973391115665436)","(0.4300093650817871, 0.8898833394050598)","(0.2523110508918762, 0.38441652059555054)","(0.17331615090370178, 0.808132529258728)","(0.8970123529434204, 0.15219342708587646)","(0.8930605053901672, 0.5265496969223022)","(0.7842186689376831, 0.3362228572368622)","(0.8693181872367859, 0.9936552047729492)","(0.9711586236953735, 0.40633517503738403)","(0.9528282284736633, 0.7109591364860535)","(0.12336428463459015, 0.5214754343032837)","(-1, -1)","(-1, -1)","(0.12384124100208282, 0.5224019289016724)","(0.15625309944152832, 0.3312589228153229, 0.3113648295402527, 0.6614405512809753)",baby26_jpg.rf.b1d781071c542aa8bd675f8b7b71466a.jpg,2
"(0.19345656037330627, 0.9006016850471497)","(0.15515050292015076, 0.9041807055473328)","(0.15738046169281006, 0.9061087369918823)","(0.15005116164684296, 0.7925628423690796)","(0.1659507006406784, 0.7828829884529114)","(0.30143991112709045, 0.7290488481521606)","(0.29441124200820923, 0.6405126452445984)","(0.37474703788757324, 0.570808470249176)","(0.38903266191482544, 0.4266277849674225)","(0.4216459393501282, 0.5294981002807617)","(0.3972611427307129, 0.4085935652256012)","(0.7051368951797485, 0.4690072536468506)","(0.6817504167556763, 0.3792984187602997)","(0.7529184222221375, 0.6191846132278442)","(0.7422881126403809, 0.5155580639839172)","(0.9026347994804382, 0.553459644317627)","(0.9167722463607788, 0.40418195724487305)","(0.1627708375453949, 0.916983425617218)","(-1, -1)","(-1, -1)","(-1, -1)","(0.13998158276081085, 0.7871494293212891, 0.2758389115333557, 0.42381325364112854)",Miku_06_JPG_jpg.rf.a16f8063f51a0939700de068b9e3ab17.jpg,1
"(0.8301280736923218, 0.09665627777576447)","(0.7927939891815186, 0.06468119472265244)","(0.8685300946235657, 0.10325653851032257)","(0.7077274322509766, 0.09655489772558212)","(0.8604938387870789, 0.1902456283569336)","(0.5792427062988281, 0.19103999435901642)","(0.8803945779800415, 0.29331833124160767)","(0.39800113439559937, 0.25769180059432983)","(0.8971651196479797, 0.49205583333969116)","(0.5451492071151733, 0.26618534326553345)","(0.8680044412612915, 0.5219129323959351)","(0.2810070514678955, 0.5430336594581604)","(0.5941570997238159, 0.6395125389099121)","(0.07395200431346893, 0.4513218402862549)","(0.4382348656654358, 0.486825555562973)","(0.18498317897319794, 0.716751217842102)","(0.22726044058799744, 0.5293169021606445)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7842692136764526, 0.12379451096057892, 0.3987959027290344, 0.22855177521705627)",3804_png_jpg.rf.5f858d0a436f9400208fc9cec0e5fd4c.jpg,2
"(0.23607540130615234, 0.4661840498447418)","(0.21798792481422424, 0.4538576006889343)","(0.22116151452064514, 0.48679518699645996)","(0.22321482002735138, 0.4545919895172119)","(0.2377505749464035, 0.5230956077575684)","(0.2965405583381653, 0.4512566030025482)","(0.28806233406066895, 0.5295954942703247)","(0.4043180048465729, 0.41850441694259644)","(0.3602801263332367, 0.5535692572593689)","(0.33158254623413086, 0.4518997073173523)","(0.31338977813720703, 0.5193106532096863)","(0.4787830710411072, 0.47894319891929626)","(0.4741491675376892, 0.5554026365280151)","(0.6300118565559387, 0.4697578549385071)","(0.6053916215896606, 0.5604372024536133)","(0.7408506274223328, 0.5439373254776001)","(0.7598651051521301, 0.5757995843887329)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4476989805698395, 0.2168641835451126, 0.3726852536201477, 0.1938505619764328)",frame_10_2_png_jpg.rf.9bd7c62f89a7a65cc5b4c2127d28f7c4.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",Nanit_29_JPG_jpg.rf.8e62155f79c78093a8b59694fc7d225d.jpg,2
"(0.838675320148468, 0.7652856111526489)","(0.8377435803413391, 0.8245416879653931)","(0.6891269683837891, 0.805750846862793)","(0.7804676294326782, 0.8575598001480103)","(0.39330822229385376, 0.7474467754364014)","(0.4755913317203522, 0.6488298177719116)","(0.6050938367843628, 0.586615264415741)","(0.7219630479812622, 0.477955162525177)","(0.8395989537239075, 0.3827603757381439)","(0.8053840398788452, 0.6732892990112305)","(0.8855608105659485, 0.6271795630455017)","(0.209401935338974, 0.18474137783050537)","(0.3680170178413391, 0.1270957887172699)","(0.6788271069526672, 0.18322578072547913)","(0.8714460134506226, 0.07100343704223633)","(0.46747851371765137, 0.09618110954761505)","(0.6704860925674438, 0.011157751083374023)","(0.9229551553726196, 0.8042770624160767)","(0.6902356147766113, 0.8065136075019836)","(0.8524781465530396, 0.7700580954551697)","(0.8466251492500305, 0.7186138033866882)","(0.6327406167984009, 0.8196645975112915, 0.6857260465621948, 0.35974007844924927)",52_jpg.rf.af25338d12e8a6894f6729fa874802c1.jpg,2
"(0.6635273694992065, 0.2712121903896332)","(0.6671148538589478, 0.2538178563117981)","(0.6769313812255859, 0.2788442075252533)","(0.640729546546936, 0.2455860674381256)","(0.6682567596435547, 0.3099823296070099)","(0.5792990922927856, 0.26545578241348267)","(0.6335816383361816, 0.3287145495414734)","(0.5000416040420532, 0.25144606828689575)","(0.6276941299438477, 0.36632877588272095)","(0.4281432032585144, 0.2636115550994873)","(0.5735093951225281, 0.38327139616012573)","(0.43225032091140747, 0.3240965008735657)","(0.47084322571754456, 0.37428173422813416)","(0.39638975262641907, 0.364009290933609)","(0.4358108639717102, 0.40568023920059204)","(0.36263608932495117, 0.4048323631286621)","(0.35079509019851685, 0.37987715005874634)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",3585_png_jpg.rf.d763bfaa1abe45880e087874613e1ab1.jpg,2
"(0.5832387804985046, 0.29297563433647156)","(0.5961670875549316, 0.274863064289093)","(0.6013113856315613, 0.27112433314323425)","(0.5909162759780884, 0.24474820494651794)","(0.5922166109085083, 0.24628594517707825)","(0.5061270594596863, 0.21658818423748016)","(0.5583876967430115, 0.3460732102394104)","(0.46665945649147034, 0.190900981426239)","(0.5403910875320435, 0.4313756823539734)","(0.49108514189720154, 0.23249082267284393)","(0.5214211940765381, 0.4091268479824066)","(0.36346670985221863, 0.30225932598114014)","(0.43342605233192444, 0.42273569107055664)","(0.3203616738319397, 0.35003599524497986)","(0.41912469267845154, 0.513602077960968)","(0.3218090832233429, 0.40409088134765625)","(0.3349307179450989, 0.48444756865501404)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5788540840148926, 0.23734569549560547, 0.10878314822912216, 0.1488383412361145)",frame_551_png_jpg.rf.3375ac0f500da9cae60a4762634a3be1.jpg,1
"(0.26452723145484924, 0.2760043144226074)","(0.25490474700927734, 0.2664051651954651)","(0.25286492705345154, 0.280977338552475)","(0.28377705812454224, 0.25262174010276794)","(0.2784915864467621, 0.295510470867157)","(0.34782373905181885, 0.24418659508228302)","(0.3359777331352234, 0.3116509020328522)","(0.4091958999633789, 0.22395920753479004)","(0.3815854489803314, 0.3598734736442566)","(0.4672984182834625, 0.23547689616680145)","(0.43161696195602417, 0.3724241852760315)","(0.5346282124519348, 0.2754404544830322)","(0.4933968186378479, 0.34355276823043823)","(0.6120721101760864, 0.2748766541481018)","(0.526566743850708, 0.37453868985176086)","(0.6986054182052612, 0.3239441514015198)","(0.6534913182258606, 0.3858024477958679)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2413_png_jpg.rf.aa9653d1338e1abcd068ad9b44715549.jpg,2
"(0.7574752569198608, 0.5303714275360107)","(0.7559484243392944, 0.5602041482925415)","(0.7901656031608582, 0.5455766916275024)","(0.6867961287498474, 0.60088711977005)","(0.7885061502456665, 0.5593440532684326)","(0.5664048194885254, 0.5792838931083679)","(0.7270346283912659, 0.46028274297714233)","(0.43849772214889526, 0.6372076272964478)","(0.8003368377685547, 0.4182194173336029)","(0.4746900498867035, 0.7699445486068726)","(0.8893108367919922, 0.5239921808242798)","(0.3433164060115814, 0.38779038190841675)","(0.49971166253089905, 0.277883917093277)","(0.2017900049686432, 0.33275824785232544)","(0.4540157914161682, 0.15062406659126282)","(0.15013882517814636, 0.18762937188148499)","(0.25529828667640686, 0.1091005802154541)","(0.75651615858078, 0.5623266100883484)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7292172312736511, 0.6000437140464783, 0.22328738868236542, 0.20853300392627716)",13_JPG_jpg.rf.aa2d78c2e0c19b25a683f7470ca5a6d6.jpg,1
"(0.7987567782402039, 0.6426166892051697)","(0.8299064636230469, 0.6837900280952454)","(0.8213645815849304, 0.6121889352798462)","(0.8518565893173218, 0.6331493258476257)","(0.8248000144958496, 0.4662761092185974)","(0.7512210011482239, 0.332955539226532)","(0.6882184743881226, 0.5028743743896484)","(0.7526947855949402, 0.37372666597366333)","(0.5841439962387085, 0.6545418500900269)","(0.8698446154594421, 0.3982831835746765)","(0.7416035532951355, 0.6539716720581055)","(0.4676622748374939, 0.21597523987293243)","(0.41311806440353394, 0.303217351436615)","(0.5201343297958374, 0.5282518267631531)","(0.40286868810653687, 0.578934371471405)","(0.3466539978981018, 0.4444001615047455)","(0.3094373047351837, 0.5608006715774536)","(0.8165557980537415, 0.6103651523590088)","(-1, -1)","(0.8106929659843445, 0.6407334208488464)","(-1, -1)","(0.8707521557807922, 0.5288679003715515, 0.24576334655284882, 0.2741486430168152)",baby35_jpg.rf.42dbf995b2fb1600fc1cf0258f6fbed0.jpg,2
"(0.17409178614616394, 0.577499508857727)","(0.10469476878643036, 0.4530467987060547)","(0.14921922981739044, 0.6125880479812622)","(0.07307927310466766, 0.19466307759284973)","(0.20714864134788513, 0.555984377861023)","(0.2758096754550934, 0.1723761260509491)","(0.3346080780029297, 0.5818101167678833)","(0.3095548748970032, 0.0)","(0.4835072457790375, 0.6714088320732117)","(0.26524630188941956, 0.04642143100500107)","(0.48965510725975037, 0.7056337594985962)","(0.5851560831069946, 0.08398189395666122)","(0.6325451731681824, 0.4372301995754242)","(0.5887326002120972, 0.4065180718898773)","(0.6644535064697266, 0.8201573491096497)","(0.6889795064926147, 0.6624470949172974)","(0.7164226770401001, 0.5725744366645813)","(0.15108592808246613, 0.3983524739742279)","(0.1362176388502121, 0.5557268261909485)","(0.17424118518829346, 0.531574547290802)","(-1, -1)","(0.13277631998062134, 0.4132212698459625, 0.25038525462150574, 0.518795371055603)",9112_png_jpg.rf.e64a9675a71efa600aebb3889f619b84.jpg,1
